0.9999,0.9950,0.9794,0.9586
0.9933,0.9423,0.8831,0.8335
0.9676,0.8643,0.7814,0.7212
0.9279,0.7885,0.6957,0.6329
0.8828,0.7218,0.6258,0.5635
0.8376,0.6644,0.5685,0.5080
0.7945,0.6152,0.5209,0.4627
0.7544,0.5727,0.4810,0.4251
0.7175,0.5358,0.4469,0.3934
0.6528,0.4751,0.3919,0.3428
0.5747,0.4069,0.3317,0.2882
0.4799,0.3297,0.2654,0.2288
0.4247,0.2871,0.2295,0.1970
0.3632,0.2412,0.1913,0.1635
0.2940,0.1915,0.1508,0.1281
